tweet_text
"‘KBO 대표 야구인 집안 탄생’ LG 고우석, 이종범 사위-이정후 매제 된다 https://t.co/65KTJtn4wk"
"‘KBO 대표 야구인 집안 탄생’ LG 고우석, 이종범 사위-이정후 매제 된다  https://t.co/xHdaeCtrAn"
"근데 궁금한게 KBO리그 안보는 트친도 고우석 이정후를 아나요? 

머글한정 인지도만 보면 예능 출연한 야구인들이 더 유명하지 않나 싶기도 해서"
"LG 고우석 1월 결혼 발표…이종범 사위, 이정후 매제 된다 (출처 : 스포츠동아 | 네이버 스포츠) https://t.co/4dmdKvUtvf"
"LG 고우석 vs 키움 이정후
사돈끼리하는 가을 야구 보고 싶습니다.."
"😏 이정후선수,이의리선수,윤산흠선수

😎 서지뇽

😎 우리의 01 신인 김강민

☀️ 흠..조요한?

📡 스포티비. 안 가리고 다 잘 봐요

🎙️ 그냥 뭐.. 다들 잘 하시던데여.."
"오재일부터 이정후, 박병호까지…kt 안방마님, 올 시즌 6번째 전 구단 상대 홈런  https://t.co/BvExfAC9a8"
"💜 스타워즈,인니폼,스벅니폼

🎼 랜더스여

🎼 채은성선수 응원가::가사 넘 예쁨..!
      두산:승리를 위하여,라인업 송
      삼성:승리를 위해

💻 모교대전,깻잎논쟁

💻 갸티비 갸팬 톡방에서… https://t.co/RE0to4Y1qR"
"오재일부터 이정후, 박병호까지…kt 안방마님, 올 시즌 6번째 전 구단 상대 홈런  https://t.co/BDFdRZssXK"
이정후 동생 예쁘겟지
ㅅㅂ 고우석이 이정후 동생이랑 결혼한다는 기사 내용 읽다가 순간 움찔하게 되잖아 ㅋㅋㅋㅋㅋㅋ (이정후 동생 “이가현” 씨(99년생))
"엘지 트윈스 최고의 마무리 투수 고우석, 이정후 여동생과 2023년 1월 결혼 예정 https://t.co/1CF9oo4tGv"
"고우석, 이종범 감독 사위 된다…이정후 여동생과 내년 1월 결혼 (출처 : MK스포츠  | 네이버 스포츠) https://t.co/wRdZPbRLnM 
그 좀 사진 멋있는것좀 써주지 ㅋㅋㅋㅋㅋ https://t.co/lnkCQxnJaj"
"이장석 이 사기꾼 새끼야! 박뱅 안잡은건 이해하지만, 팀 레전드 보낼거면 감독이라도 인류평균지능은 앉혀 놓아야지. 씨발 이정후, 안우진이 있어도 감독 새끼가 짐이니 4위 밖에 못하잖냐?"
뭐? 이정후 여동생이랑 고우석이랑 결혼한다고?!
"사실상 '5관왕' 이정후…역대 최다 홈런왕 박병호
https://t.co/dG3ofL4hFc"
"고우석, 이종범 감독 사위 된다…이정후 여동생과 내년 1월 결혼  https://t.co/oTXNvYMz9G"
"고우석, 이종범 감독 사위 된다…이정후 여동생과 내년 1월 결혼 https://t.co/IIFJlV8vDk"
"고우석, 이종범 감독 사위 된다…이정후 여동생과 내년 1월 결혼  https://t.co/AVZWI03J7R"
"LG 고우석, 이종범 감독 사위 된다…이정후 여동생과 내년 1월 결혼 https://t.co/PgTaQ0YW0z"
나 근데 아침에 일어나서 결혼 기사 보고 고우석이랑 이정후랑 결혼 하는 줄 알았다곸ㅋㅋㅋㅋㅋ…..
"펌) 팀별 역대 중견수 wRC+ TOP 5

22이정후가 KBO 중견수 역대 1위. https://t.co/UH9JaaVFB1"
? 고우석이랑 이정후 동생이랑 결혼한다고 ? https://t.co/lr7pe7cBuW
"고우석이랑 이정후 여동생 결혼하는건 뭐 하나도 안놀랍네.몇달전부터 소문도 있었고 오 이제 떴네,이정도의 느낌...
아들 태어나면 아빠는 고우석 삼촌은 이정후인가....야구 안하는거 쉽지않겠네"
고우석이랑 이정후 여동생이랑 결혼하는거 찐이었네 대박 🙊
한 집안에 야구 간판 스타가 대체 몇 명...? ㄷㄷㄷㄷ https://t.co/IUsvYyi9CV #고우석결혼 #이정후 #이종범
이종범 사위 이정후 매제 십ㅋㅋㅋㅋㅋ
"LG트윈스의 고우석 선수가
‘바람의 손주사위‘가 됩니다.

내년 1월 이종범 감독의 딸이자
이정후 선수의 친동생인
이가현씨와 결혼한다고 하네요!

🔽 #결혼식이_올스타전… https://t.co/ngJ2eMGNKK"
타격 5관왕 이정후와 세이브왕 고우석이 처남-매제가 된다는 소식이죠 ^^ 이제 이정후의 따뜻한 꿈을 들어보세요! 이정후 인터뷰 2편입니다.                      https://t.co/C0YdznwgG1
"LG 고우석, 이종범 감독 사위된다…이정후 동생과 내년 결혼 https://t.co/goeZfBJJFH"
LG 트윈스 고우석 결혼…이종범 사위·이정후 매제 된다 https://t.co/MO1bnkVqnJ
"LG 고우석, 절친 이정후 女동생과 결혼...""멋진 남편 되도록 노력할 것""  https://t.co/jPNw7sDDGx"
"LG 고우석, 이종범 감독 사위된다…이정후 동생과 내년 결혼  https://t.co/YF3NwfE0Hx"
LG 트윈스 고우석 결혼…이종범 사위·이정후 매제 된다  https://t.co/uvPCQRWb4a
LG 코치 이종범도 친구인 이정후도 순순히 두 사람의 관계를 받아들인 걸 보니 사생활도 괜찮은 사람인가보다.(부디 그러기를
"[단독] 구원왕 고우석, '이종범 사위' '이정후 매제' 된다 (출처 : 한국일보 | 네이버 스포츠) https://t.co/f37CFSZdVy"
고우석이랑 이정후 친구인 걸로 아는데 어린 나이에 결혼하는구만.
"LG 고우석, 이종범 딸이자 이정후 여동생과 결혼…연봉 얼마길래? #고우석 #이종범딸 #결혼 #이정후여동생 https://t.co/xX8VC91qwX"
"LG 고우석, 이종범 딸이자 이정후 여동생과 결혼…연봉 얼마길래? #고우석 #이종범딸 #결혼 #이정후여동생 https://t.co/b47kcbIRWX"
이종범 이정후 고우석 합치면 어떤애가 나올까 https://t.co/G1tr4eKGZd
"아빠가 고우석 외삼촌이 이정후 외할아버지가 이종범 ㄷㄷㄷ

고우석의 투구 이정후(이종범)의 타격 이건 204n 신인 드래프트가 매우 기대 https://t.co/mzbE73OJKd"
@leyneffel 예전부터 이정후 여동생이랑 결혼한다는 말이 있었어요
"고우석, 이정후 여동생과 결혼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
"이정후, '타격 5관왕' 위업 이뤘다… 시즌 타율·출루율 어마어마  https://t.co/cUANNq458w"
@v42v7 아 하필 이정후 옆이랔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ더 초라해보여요 ㅠ
"이정후, 프로야구 타격 5관왕 사실상 확정…이대호 이후 12년만 https://t.co/cgceqo74OW"
@1009_1126 대를 이어 야구계를 이끌어주는 이종범 이정후 부자의 소식은 텍스트로만 봐도 가슴이 웅장해집니다🍒👍🏻
하필 이정후 타석
씨발 김혜성 이정후 앞으로 놓으라고... 리그에서 가장 빠르고 출루율 3할7푼인 타자를 리그에서 가장 잘치는 타자 앞에 놓으라고... 홍원기생충 새끼야!
"'이정후 원맨팀' 키움, 대권 도전 가능할까?
https://t.co/Sn3tj94nEC
#야구 #프로야구 #KBO리그 #키움 #키움히어로즈 #이정후 #이종범 #푸이그 #김혜성 #홍원기 #박병호"
"프린스 챠밍같은 분위기가 좋았음..
짧은머리일 땐 몰랐던 매력을
뜻밖의 장발 이정후한테 확 느껴버림"
"이제와서 말하는 거지만
난 머리 긴 이정후 쫌 조아했었다.."
@twice_shadow 이정후 제발 mlb가자!!!!
@stupidbear_0505 ㅎㅎㅎㅎ그래서 이정후는 안떠난다고?
#민훈기의인생야구 에서 만난 이정후 선수 인터뷰 1편입니다. 바로 유튭에서 포워딩해서 올리면 뭔가 잘 안되나봐요 ㅠ. 다시 올리는!       https://t.co/ISD0EzQUA7
"홍원기생충 새끼야! 상대팀 감독이나 투수 입장에서 생각해 보라고!
1회 노아웃에 김혜성이 출루하고
팀배팅되는 2번이 혜성이 2루 보내고
원아웃 2루에 타석에 이정후...
생각만 해도 빡치고 긴장되지 않겠니?
이런 꿀옵션을 왜 포기하는거냐?"
정말 놀라운 야구 선수 이정후의 야구의 꿈을 직접 들어보세요!  [민훈기의 인생야구- 세상이 온통 야구뿐이었던 키움 이정후 이야기 1편 #47                             https://t.co/ISD0EA7XC7
미친거아님? 이정후가 뭐가실망인데 경기내내 자기혼자출루하고안타치고도루하고다했는데 송구하나삐끗햇다고 지랄이노ㅉ… 병신같은뇬들
사실 오늘 진건 홍원기 새끼의 쓰레기같은 야수 라인업 때문이지... 맨날 하던 자리에서도 잘못하는데 푸이그를 팀배팅이 필수인 2번 세우고 2번 치다 5번 가니 부담감에 긴장한 지열이는 공도 한번 제대로 못건… https://t.co/kIfI22gAZK
"정후가 살렷네 한화
이정후 고맙다
팬서비스하고 일찍 귀가하라고 바손 최고다 ㅋㅋㅋ"
원정팀인 이정후도 외야에서 공 좀 던저달라고 하니까 2루수 한테 하나 던지라고 해서 던져 주는데 우리팀 선수들은 그런모습 본적이 없네
"5,6,7 무안타나 뭐나 타순만 안바꿨어도 연장 올 정도는 아니었지. 이정후 앞에 주자 깔기는 커녕 흐름 똑똑 끊어 먹는 진짜 병신 같은 라인업. 홍원기 너는 이제 아무것도 하지말고 그냥 김창현 시켜."
씨발... 홍원기 근본 없는 라인업이 이정후 김혜성도 무력화 시킴. 이 쓰레기 새끼 와카 전에 아퍼서 입원이라도 하면 좋겠다.
"김혜성의 바람직한 롤모델은 14년 서건창인데 시즌 내내 이정후 뒤에서 김하성 흉내를 내고 있었고 감독, 타코 새끼들은 시즌 내내 고기 굽고 있었다."
"결론은 야수로 이정후, 김혜성, 푸이그를 가지고 투수로 안우진, 요키시, 김재웅을 가지고 야구해도 감독이 병신이면 3위 이상은 힘들다는 것."
강뱅식 따위가 타코이니 강한 타격은 기대할 수 없지만 적어도 이정후 앞에 김혜성을 배치했다면 몇 경기라도 불펜이 높은 스트레스 상황에서 던지지 않아도 승리를 가져와 불펜 소모를 늦출수 있었다고 봄.
이 팀 공격 전략은 아주 간단해. 어떻게 이정후 앞에 주자를 그것도 득점권에 갖다 놓느냐? 이건데 이정후 다음으로 타율도 높고 게다가 리그에서 가장 빠른 타자인 김혜성을 시즌 내내 이정후 뒤에 두고 득점을 기대하니 씨발...
이정후 미친 개잘하네 빨리 멀리 꺼져라
"김정운 선수의 기량을 폄하하는 것이 아니라 이 인터뷰가 널리 알려지면 이정후 선수는 그냥 “땡큐~”하고 안타 칠 듯.
이렇게 미끼를 던지고 변화구를 초구로 던지는게 맞다고 봄. https://t.co/mXft2EPZtO"
"이정후 타 0.351, 출 0.422, 장 0.581 안타 191
(4안타 추가)피렐라 타 0.344, 출 0.413, 장 0.568 안타 189"
@Peria1024 @MianSasilGuraim @keast_5 이정후 개자식
"김윤식·고우석·이정후, KBO리그 9월 월간 MVP 도전 https://t.co/dHwC4dcJXc"
"2022 신한은행 SOL KBO 리그 9월 월간 MVP 후보 발표
- 투수 삼성 뷰캐넌, LG 김윤식, 고우석, 야수 두산 김재환, 키움 이정후 등 총 5명
- 10월 4일(화)부터 8일(토)까지 신한은행… https://t.co/Jbn1Ay1Pnt"
"9월 MVP 후보
삼성 뷰캐넌
LG 김윤식, 고우석
두산 김재환
키움 이정후"
"이정후 ㅎㄷㄷ
MLB 가자!!!!!! https://t.co/jWLgecTRIO"
"지난 26일(월)에 이어 2022 KBO 리그 10개 팀을 살펴봅니다. 키워드로 살펴보는 2022 KBO 리그, 스물여덟 번째 이야기에선 3위 싸움과 마지막 자존심을 지키고 있는 팀과 선수, 문동주 선수와… https://t.co/q9lbOpsecj"
"가을은 송성문, 야구는 이정후. 반박 안 받습니다 | 히어로캠 (9.29) https://t.co/s3c9F8vhqq 출처 @YouTube"
"‘KBO 대표 야구인 집안 탄생’ LG 고우석, 이종범 사위-이정후 매제 된다  https://t.co/1sFLutmT2C"
"김윤식·고우석·이정후, KBO리그 9월 월간 MVP 도전  https://t.co/pFP7ppo1dv"
