tweet_text
"'외인 농사 풍년' 삼성, 하위권 추락의 이유는?
https://t.co/XCTfQmX913
#야구 #프로야구 #KBO리그 #삼성 #삼성라이온즈 #뷰캐넌 #수아레즈 #피렐라 #허삼영 #박진만 #강민호 #구자욱 #백정현 #오승환"
나는 얼빠였구나…(단호) #강민호 #삼성라이온즈 https://t.co/q9foJY51mO
"이윤원이 진짜 팀아작을냄 

이윤원이 보낸선수

장원준 황재균 강민호 노경은(잠깐나갔다옴)

이새끼는 백인천과 더불어 꼴데역사에 남을새끼임"
강민호 떠났을때는 꽤 오래 질척거렸고ㅜ내막이 알려졌을때 배신감도 컸지만 손은 그런거 1도 없었어
어 대장님 그건 좀... 강민호는 그렇다쳐도 손이 계속 있었으면 딴놈들이 대장이랑 한경기라도 함께할 기회를 잡기가 힘들지 않았을까요
"2022시즌 너무 고생한 강포,,🥹 
#강민호 #삼성라이온즈 https://t.co/tXRkGmLJN8"
아니 꼴빠들 무슨 채태인 가르시아 강민호 문규현 황재균 앤디번즈 응원가를 다 부르고 앉아있음 시간여행 갔다온 것 같애
이러다가 강민호 은퇴식 때는 노브레인 오는 거 아니냐 ㅋㅋㅋㅋㅋ
"https://t.co/yXG8ZaKLtj
강민호 선수의 장녀께서 유튜브를 시작하셨습니다ㅋㅋㅋㅋ"
와 저렇게 은퇴사하는데 강민호 손아섭 전준우 정훈처럼 지명되면 진짜 펑펑울거같음...
이윤원 개자슥 강민호만 안넘겼어도 포시 한번은더갔다
"한국시리즈 경험 없는 최다 출장 선수 2위가 이대호인데… 1위가 강민호, 3위가 손아섭… 아 롯데가 미안해…ㅠㅜ"
"역대 최다 경기 출장 
한국시리즈 무경험선수

강민호 이대호 손아섭 https://t.co/0eSgpQxa0Z"
떠나는 이대호의 '돌직구' 작심발언 ＂나 다음은 강민호인데…왜 삼성에 있니?＂ [부산현장] (출처 : 스포츠조선 | 네이버 스포츠) https://t.co/THN9ZJz7iC
"전통 바게트 
#강민호
#씨마스출판사 https://t.co/7ybwnHbvfc"
"8일 대구 최종전 라인업

삼성
김현준8
구자욱9
피렐라7
이원석D
오재일3
강민호2
강한울5
김지찬4
김상수6
수아레즈1

SSG
박성한6
안상현4
최주환D
전의산3
이정범9
하재훈7
석정우5
조형우2
최상민8
박종훈1"
강민호랑 손아섭 선수는 롯데에 있어야하는선수...
"https://t.co/HAGtbgbCGp

강민호슨슈
정이 많아요 ㅜㅜ"
"이렇게 예쁠 수가,,💕 (삼성라이온즈 제공) 팬들한테도 제공해됴 #강민호 https://t.co/1D1JrYrDPZ"
"언젠가 찾아올 일이지만, 강민호 선수에게는 조금만 더 천천히 그날이 오기를…. (죽어도 못 보내😭) 우리 울지 않기로 약속,, #강민호 https://t.co/CnR4NaKbSO"
아 닝기미 강민호 인터뷰보고 울었더니 자기전에 ㅡㅡ 눈이 부은사람됨 아오
2022년 10월 5일 삼성라이온즈 강민호 선수 인터뷰 | 대호형.. 정말 감사했습니다 https://t.co/85FJ4hGJkb    5분 정도에 이대호에 대해 질문하는데 민호 말도 제대로 못하고 울먹울먹… https://t.co/GhqPxdOqLO
아 강민호 데려오세요
기아 팬인데 강민호 인터뷰 보고 질질 짜는 중임 뭔데 슬프냐 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 삼성 내년엔 우리랑 같이 포스트 가자 ㅠㅠㅠ
"5일 삼성 라인업

김현준8
구자욱9
피렐라7
오재일3
강민호2
이원석D
김지찬4
이재현6
김영웅5"
"4일 삼성 라인업

김상수6
구자욱9
피렐라7
강민호2
오재일3
이원석D
김현준8
이재현5
김지찬4"
