tweet_text
"RT @SOLEMORNAY: 나성범 진짜 무서운 사람임
술 담배 다 안 하고
기독교인이고
몸의 절반이상이 근육이고
이런 애들 두고 주 6일 출근함 https://t.co/3RmmsrZk9w"
"RT @kiabambi: 20221007 광주 챔필🦋

ʕ ' 𖥦 ' ʔ 창지나~
열공 열강 모범생📚

#기아타이거즈 #나성범 #이창진 https://t.co/N6uROJ7Nll"
"RT @HoraengSanjung: 글고 나성범 올해 넘 고마웠음
혹자는 150억값 못한다고 하는데 나는 전경기 출장(...)시키는 팀 상황에서 홈런 욕심 안 부리고 그때 그때 상황에 맞는 플레이 잘 해줬다고 생각하거든
그렇기때문에 타격 전 지표에서…"
"RT @Aube_v12: To. 갸티비
이거 나성범 선수한테 보여주세요 반응 궁금해요 https://t.co/nrJwRuskiv"
"RT @kiabambi: 20221008 광주 챔필

정재가 우다다 뛰어가길래 늦게 온 가족(?인줄 알았눈데ㅋㅋㅋ 달려가 안긴게 대투수였다니!!! 역시 파워 인싸ㅋㅋㅋ 반면 아빠가 불러서 오긴 왔눈데 낯가리는 하늬🐰💗...
지짜 한 30분 전만해도…"
"20221008 광주 챔필

정재가 우다다 뛰어가길래 늦게 온 가족(?인줄 알았눈데ㅋㅋㅋ 달려가 안긴게 대투수였다니!!! 역시 파워 인싸ㅋㅋㅋ 반면 아빠가 불러서 오긴 왔눈데 낯가리는 하늬🐰💗...
지짜 한… https://t.co/kLN1M8M0Cy"
"RT @kia_brulee: 난 진짜 나성범이 너무 좋음…
그래서 나성범한테 타이틀홀더 ㅋㅋ 꼬라지를 부리는 누구누구씨가 너무 같잖음…
나성범이 님의 150배를 받는 데에는 다 이유가 있습니다…^^"
포토타임 레전드 욱김 ㅅㅂ 나성범이나 올려서 포토타임 가져주라 https://t.co/S1id0BvFRd
RT @kia_brulee: 나성범도 우리 좆밥님들처럼 영웅스윙만 존나 해댔으면 지금보다 홈런 더 나왔을 수도 있겠지 그렇지만 나성범은 그렇게 능지가 처참하지 않기 때문에!!! 야구는 팀 스포츠라는 걸 인지하고 있고 팀을 최우선으로 하는 모범적인 선…
"RT @HoraengSanjung: 난 나성범이 욕심을 부릴때 부리고 포기할때 포기할 수 있는 선수라 150억이 더 안 아깝다
자기 기록 욕심 내느라 팀 상황 아랑곳 않는 선수가 아니기 때문에 우리 팀에 더 필요한거고 사람들이 사랑하는거임
유니폼 판…"
"RT @47tigerz: 나씨가 너무 많음 ...
타석에 선 나지완에게 달려가는 나정재를 안고가는 나성범 https://t.co/yHQxcJRvI2"
"RT @47tigerz: 주장 투표할 때만 해도 어색해서 도망가고 찬호~ 이렇게 부르는 것도 꽤나 어색해보였는데 ..
언제 이렇게나 친해졌냐고오오
시간이 너무 빠르다고오 왜 벌써 정규시즌 끝났냐고 ,,
#나성범 https://t.co/wpMc0TV9…"
"아추워감기조심하세요
(사진은그냥아무거나성범입니다) https://t.co/Y1pXCdHqN7"
"RT @47tigerz: 아직 갸성범이 어색해? 빨리 친해지자 우웅~?
됏짜나요

이것도 엊그제 같음 ㅜ ㅋㅋ
친해진건 당연하고 지금은 나성범 하나 없다고 기아망하니깐 아저씨 절대 어디 가지마세요 ,,
#나성범 https://t.co/KHEpO0cn…"
"RT @_xew__: :¨·.·¨:
 `·.공주니까 괜찮아 - #나성범 - 들어보세요 ᕷ˖° https://t.co/IH011qXZTv"
"RT @kkiiriiko_: 내가 어쩌다 새벽에 이걸봐가지고...
나성범 스릉해요 때매 잠을 못잔다 내가ㅋㅋㅋㅋㅋㅋㅋㅋ https://t.co/IFWnksU1Eo"
RT @2luna_v12_47: 나성범 신인 때부터 모자 안쪽에 자기 싸인 해놓은 듯 ㅋㅋㅋㅋㅋ 자기애가 남달랐어 ㅋㅋㅋㅋ https://t.co/3rwTQlHNjp
"RT @sbduo_t: 근데진짜은퇴하는선수들은 
어쩜응원가까지 다 감동적인 멜로디인데
갑자기 나..라는 코끼리 은퇴식을 상상해봄..
홈런 날려라 날려라 나성범 타이거즈 나성범
 홈런 워어어어...  너무 웅장무드임
은퇴식취소하고 홈런 날리러가야할거같음"
"RT @damdam_54: 1루 김석환 백업 모르겠음
2루 김선빈 백업 윤도현
유격 김도영 백업 김도월
3루 류지혁 백업 정해원
좌익 이창진 중견 최원준 우익 나성범
포수 박동원 백업 권혁경
지타 최형우
선발 이의리 중간 윤영철 마무리 정해영

이…"
"RT @mai0011_: 댓글 - 유일하게 주작이 아닌 것
: 크리스마스에 운동하는 나성범 https://t.co/OxUDINgUvf"
"RT @5_goong_: 자 내년 내 유니폼 마킹 계획 불러줄게 
원정 김석환 
전상현
나성범
정해영
•••

                                                 내년엔 기아 잘하려나,,,,, https://t.c…"
"RT @kiabambi: 20221008 광주 챔필
나성범 통산 1500안타 기념 시상식(번외)

ㅋㅋㅋㅋㅋㅋ아닠ㅋㅋㅋ 다들 왜 저렇게 નુલુંગ 찰지게 때리는데ㅋㅋㅋ 창진슨슈한테 꽃다발주고 악수하길래 왘 뭐얌😍 하던 찰나, 모자 고쳐쓰고 전상현…"
"RT @euyeongV12: 나성범과 4시간 웨이트
근데 진짜 개빡세게하고 도합 10분쉴수있음
VS
나성범과 4시간 데이트 (라임맞추는거임 도련님공주님 있는거알아요) 
나는 도합 10분이야기하고 3시간 50분 들어줘야됨 쉬는시간은 화장실 타임 한번"
"나성범과 4시간 웨이트
근데 진짜 개빡세게하고 도합 10분쉴수있음
VS
나성범과 4시간 데이트 (라임맞추는거임 도련님공주님 있는거알아요) 
나는 도합 10분이야기하고 3시간 50분 들어줘야됨 쉬는시간은 화장실 타임 한번"
"🐎 당신은 어떤 야구선수인가요?
──────────────────
필순이님은 우투양타 거포 좌익수이며, 팔에 문신이 많습니다.
https://t.co/MuzxW8LpAE

제 2의 최형우 또는 나성범이 되겠습니다.
떨공 드루와"
